detail_code,detail_name,a_cluster,a_name,b_cluster,b_name,c_cluster,c_name,d_cluster,d_name,class_flag,version,v_index
2.2101,脑室外引流[EVD]装置置入术,2.21,脑室外引流[EVD]装置置入或置换,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2216,透明隔造瘘术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2206,脑室脑池分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2214,内镜下脑室造口术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2201,经胼胝体第三脑室造口引流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2202,神经内镜第三脑室造口术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2203,第三脑室造口术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2204,脑室Ommaya泵置入术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2205,侧脑室脑池造口引流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2207,脑室蛛网膜下腔分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2215,侧脑室枕大池分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2208,脑室造口术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.221,脑室小脑延髓池分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2211,脑室胼胝体周围池分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2213,脑室矢状窦分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2209,脑室分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.2212,脑室颈蛛网膜下腔分流术,2.22,颅内脑室分流或吻合术,2.2,脑室切开术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3101,侧脑室乳突造口引流术,2.31,脑室分流术至头和颈部结构,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3103,脑室鼻咽分流术,2.31,脑室分流术至头和颈部结构,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3102,脑室乳突分流术,2.31,脑室分流术至头和颈部结构,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3201,脑室心房分流术,2.32,脑室分流至循环系统,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3202,脑室腔静脉分流术,2.32,脑室分流至循环系统,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3203,脑室颈静脉分流术,2.32,脑室分流至循环系统,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3204,脑室颈外动脉分流术,2.32,脑室分流至循环系统,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3301,侧脑室胸腔造口引流术,2.33,脑室分流至胸腔,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3404,脑室镜下脑室腹腔分流术,2.34,脑室分流术至腹腔和腹部器官,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3402,脑室胆囊分流术,2.34,脑室分流术至腹腔和腹部器官,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3403,硬膜下腹腔分流术,2.34,脑室分流术至腹腔和腹部器官,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3401,侧脑室腹腔内分流术,2.34,脑室分流术至腹腔和腹部器官,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3405,腹腔镜下脑室腹腔分流术,2.34,脑室分流术至腹腔和腹部器官,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3502,脑室输尿管分流术,2.35,脑室分流至泌尿系统,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.3501,脑室膀胱分流术,2.35,脑室分流至泌尿系统,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.3901,脑室骨髓分流术,2.39,建立脑室引流的其他手术,2.3,颅外脑室分流术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.4101,脑室分流管冲洗术,2.41,脑室分流管的冲洗术和探查术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.4102,脑室分流管探查术,2.41,脑室分流管的冲洗术和探查术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.4204,脑室腹腔分流管重置术,2.42,脑室分流管置换术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.4203,脑室腹腔分流管调整术,2.42,脑室分流管置换术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.4202,脑室分流管修正术,2.42,脑室分流管置换术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.4201,脑室-腹膜分流管脑室端修正术,2.42,脑室分流管置换术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.4302,脑室Ommaya泵去除术,2.43,脑室分流管去除术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.4301,脑室腹腔引流管夹闭术,2.43,脑室分流管去除术,2.4,脑室分流管的修复术、去除术和冲洗术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9101,大脑皮层粘连松解术,2.91,大脑皮质粘连松解术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9201,脑修补术,2.92,脑修补术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9302,颅内神经刺激器置换术,2.93,颅内神经刺激器导线植入或置换术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9303,脑深部电极置入术,2.93,颅内神经刺激器导线植入或置换术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9304,丘脑底核电极刺激器置入术,2.93,颅内神经刺激器导线植入或置换术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9301,颅内神经刺激器植入术,2.93,颅内神经刺激器导线植入或置换术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9405,头颅骨盆牵引装置置入术,2.94,颅钳或环状钳牵引装置的置入或置换,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9402,环状钳插入术,2.94,颅钳或环状钳牵引装置的置入或置换,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9401,颅钳插入术,2.94,颅钳或环状钳牵引装置的置入或置换,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9404,环状钳置换术,2.94,颅钳或环状钳牵引装置的置入或置换,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9403,颅钳置换术,2.94,颅钳或环状钳牵引装置的置入或置换,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9502,环状钳牵引装置去除术,2.95,颅钳或环状钳牵引装置去除,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9501,颅钳牵引装置去除术,2.95,颅钳或环状钳牵引装置去除,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9503,头颅骨盆牵引装置去除术,2.95,颅钳或环状钳牵引装置去除,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,全国2017版,v02
2.9601,蝶骨电极置入,2.96,蝶骨电极置入,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9901,中脑导水管粘连松解术,2.99,颅、脑和脑膜的其他手术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
2.9902,颅内压监测导管置入术,2.99,颅、脑和脑膜的其他手术,2.9,颅、脑和脑膜的其他手术,2,颅、脑和脑膜其他手术,1月5日,神经系统手术,手术,上海版,v02
3.0101,去除椎管异物,3.01,去除椎管异物,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0201,椎板切除术部位再切开,3.02,椎板切除术部位再切开,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0926,寰枢椎脱位后路减压复位+植骨融合+内固定术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.091,椎管扩大成形术，双开门,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0915,椎间盘镜下椎间孔切开术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0901,椎管探查术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.092,神经根管扩张术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0917,椎板后路扩大减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0912,椎板切除减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0904,椎间孔减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0909,椎管扩大成形术，单开门,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0916,椎管减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0919,颈椎后路双开门降压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0925,颈椎后路椎板切除减压+植骨融合+内固定,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0908,椎间盘粘连松解术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0902,脊髓探查术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0923,椎管内球囊扩张成形术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0906,椎管切开引流术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0918,椎间孔切开术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0924,颈椎后路减压+椎管扩大成形术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0921,腰椎管减压＋植骨内固定,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0907,脊髓内引流术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0914,椎间盘镜下椎管减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0911,椎板切开减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0922,胸椎后路减压+内固定,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.0905,脊神经根减压术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0913,椎间盘镜下椎管成形术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.0903,脊神经根探查术,3.09,椎管其他探查术和减压术,3,椎管结构探查术和减压术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.1002,脊神经根切断术,3.1,椎管内神经根切断术,3.1,脊髓内神经根切断,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.1001,椎管内神经根切断术,3.1,椎管内神经根切断术,3.1,脊髓内神经根切断,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
03.1x01,脊髓后根神经切断术,03.1x,脊髓内神经根切断,3.1,脊髓内神经根切断,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.1x02,脊髓前根神经切断术,03.1x,脊髓内神经根切断,3.1,脊髓内神经根切断,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.2102,脊髓背根入髓区切开术,3.21,经皮的脊髓（前侧柱）切断术,3.2,脊髓（前侧柱)切断术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.2101,立体定向脊髓切断术,3.21,经皮的脊髓（前侧柱）切断术,3.2,脊髓（前侧柱)切断术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.2901,脊髓前外侧束切断术,3.29,其他脊髓（前侧柱）切断术,3.2,脊髓（前侧柱)切断术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.2903,脊髓丘脑侧索切断术,3.29,其他脊髓（前侧柱）切断术,3.2,脊髓（前侧柱)切断术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.2904,脊髓终丝切断术,3.29,其他脊髓（前侧柱）切断术,3.2,脊髓（前侧柱)切断术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.2902,脊髓神经束切断术,3.29,其他脊髓（前侧柱）切断术,3.2,脊髓（前侧柱)切断术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.3101,腰椎穿刺术,3.31,脊髓放液,3.3,脊髓和椎管结构的诊断性操作,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.3202,脊髓活组织检查术,3.32,脊髓或脊膜活组织检查,3.3,脊髓和椎管结构的诊断性操作,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.3201,硬脊膜活组织检查,3.32,脊髓或脊膜活组织检查,3.3,脊髓和椎管结构的诊断性操作,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.3901,脊髓和椎管结构的其他诊断性操作,3.39,脊髓和椎管结构的其他诊断性操作,3.3,脊髓和椎管结构的诊断性操作,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.4005,椎管内病损切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4007,椎管内转移瘤切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4013,脊髓肿瘤切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4003,硬脊膜外脓肿切开引流术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4006,椎管内良性肿物切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4016,脊髓肿瘤切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.401,胸椎（椎管内）肿瘤（病灶）切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4001,椎管内囊肿切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4009,硬（脊）膜下肿瘤切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4011,腰椎（椎管内）肿瘤（病灶）切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4015,颈椎（椎管内）肿瘤（病灶）切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4002,骶部蛛网膜囊肿切开引流术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4008,硬（脊）膜外肿瘤切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4004,椎管内恶性肿瘤切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4014,腰椎（椎管内）肿瘤（病灶）切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.4012,颈椎（椎管内）肿瘤（病灶）切除术,3.4,椎管内囊肿切除术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
03.4x07,内镜下椎管内病损切除术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.4x04,硬脊膜病损切除术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.4x03,脊髓病损切除术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.4x02,硬脊膜囊肿造袋术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.4x01,颈髓病损切除术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.4x06,硬脊膜下病损切除术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.4x05,硬脊膜外病损切除术,03.4x,脊髓或脊膜病损的切除术或破坏术,3.4,脊髓或脊膜病损的切除术或破坏术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.5101,脊膜膨出修补术,3.51,脊膜膨出修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5103,经腹脊膜膨出修补术,3.51,脊膜膨出修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5102,脊膜膨出切除术,3.51,脊膜膨出修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5201,脊髓脊膜膨出修补术,3.52,脊髓脊膜膨出修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5314,导航下椎弓根螺钉内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.531,胸椎切开复位钢针内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5313,腰椎后路复位＋前路植骨内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5305,腰椎骨折切开复位内固定术,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5309,齿状突切开复位钢针内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5311,腰椎骨折切开复位钢针内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5307,颈椎骨折切开复位内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5312,腰椎次全切除＋钛网钢板植入内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5302,颈椎骨折切开复位内固定术,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5304,胸椎骨折切开复位内固定术,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5303,齿状突骨折切开复位内固定术,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5306,颈椎切开复位钢针内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5308,颈椎cage植骨内固定,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.5301,脊椎骨折切开复位内固定术,3.53,脊椎骨折修补术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5901,脊柱裂修补术,3.59,脊髓结构的其他修补术和成形术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5905,脊髓空洞填塞术,3.59,脊髓结构的其他修补术和成形术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.5904,椎弓缺损修补术,3.59,脊髓结构的其他修补术和成形术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.5903,脊膜修补术,3.59,脊髓结构的其他修补术和成形术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.5902,脊髓纵裂修补术,3.59,脊髓结构的其他修补术和成形术,3.5,脊髓结构的整形手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
